OBJECTID,TRAFFICCLOSURESID,CLOSURE_TYPE,STREET_NAME,STREET_FROM,STREET_TO,DATE_FROM,DATE_TO,REASON,STATUS,CLOSURE_SCHEDULED,DETAILS,DETOUR,ORGANIZATION,CONTACT,WATER,TIME,INSTRUCTIONS,INSTRUCTION_TEXT,UPDATES,CREATE_DATE,CREATE_BY,UPDATE_DATE,UPDATE_BY,STATUS_DATE,ALTERNATE_CONTACT,DOWNTOWN,MAP_CLASS,Shape__Length
35496,3552,Road,GUELPH ST,AHRENS ST W,ELLIS AVE,8/3/2004 12:00:01 AM,8/3/2004 11:59:59 PM,Sewer Work,Closed,Completed,SEWER REPAIR (ONE DAY CLOSURE),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,GUELPH ST (AHRENS ST TO ELLIS  AVE),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,329.933462341592
35497,3554,Road,RUSKVIEW RD,GREENBROOK DR,SWEETBRIAR DR,8/3/2004 12:00:01 AM,8/3/2004 11:59:59 PM,Utility Work,Closed,Completed,UTILITY CUT REPAIRS (ONE DAY CLOSURE),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,RUSKVIEW RD (GREENBROOK DR TO SWEETBRIAR DR),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,698.137413713872
35498,3566,Road,COURTLAND AVE E,OTTAWA ST S,MILL ST,8/5/2004 12:00:01 AM,8/5/2004 11:59:59 PM,Road Repair,Closed,Completed,RD MAINTENANCE (ONE DAY CLOSURE),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,COURTLAND  AVE (OTTAWA ST TO MILL ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,504.690219284778
35499,3567,Road,SYDNEY ST S,MILL ST,BEDFORD RD,8/5/2004 12:00:01 AM,8/5/2004 11:59:59 PM,Road Repair,Closed,Completed,RD MAINTENANCE (ONE DAY CLOSURE),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,SYDNEY ST (MILL ST TO BEDFORD ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,389.249952014909
35500,3568,Road,WEBER ST E,MADISON AVE N,BETZNER AVE N,8/21/2004 12:00:01 AM,8/21/2004 11:59:59 PM,Utility Work,Closed,Completed,NEW SERVICE INSTALLATION (ONE DAY CLOSURE),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,WEBER ST E (MADISON  AVE TO BETZNER  AVE),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,350.868861850263
35501,3570,Road,MANCHESTER RD,PEACHWOOD AVE,END,8/6/2004 12:00:01 AM,8/14/2004 11:59:59 PM,Water Repair,Closed,Completed,"FORCEMAIN INSTALLATION (AUGUST 6 - 14, 2004)",,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,MANCHESTER RD (PEACHWOOD  AVE TO THE END),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,1877.61280307507
35502,3572,Road,CARSON DR,CONFEDERATION DR,CHAMPLAIN CRES,8/12/2004 12:00:01 AM,8/12/2004 11:59:59 PM,Road Resurfacing,Closed,Completed,RD IMPROVEMENT (ONE DAY CLOSURE),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,CARSON DR (CONFEDERATION DR TO CHAMPLAIN CRES),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,863.391220032521
35503,3573,Road,BELMONT AVE E,SOUTH DR,QUEENS BLVD,8/10/2004 12:00:01 AM,8/10/2004 11:59:59 PM,Sewer Work,Closed,Completed,SEWER REPAIR (ONE DAY CLOSURE),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,BELMONT  AVE EAST (SOUTH DR TO QUEENS BLVD),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,341.295619482159
35504,3574,Road,SHERWOOD AVE,KRUG ST,SUFFOLK AVE,8/10/2004 12:00:01 AM,8/10/2004 11:59:59 PM,Water Repair,Closed,Completed,WATER VALVE REPLMENT (ONE DAY CLOSURE),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,SHERWOOD  AVE (KRUG ST TO SUFFOLK  AVE),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,447.177696834296
35505,3577,Road,PANDORA AVE N,SIMEON ST,SAMUEL ST,8/11/2004 12:00:01 AM,8/11/2004 11:59:59 PM,Sewer Work,Closed,Completed,STORM REPAIR (ONE DAY CLOSURE),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,PANDORA   AVE NORTH (SIMEON  ST TO SAMUEL ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,301.808477795972
35506,3578,Road,FIFTH AVE,GREENFIELD AVE,KINGSWAY DR,8/15/2004 12:00:01 AM,8/15/2004 11:59:59 PM,Special Event,Closed,Completed,TV COMMERCIAL (10:00 AM TO 12:30 PM),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,FIFTH  AVE (GREENFIELD  AVE TO KINGSWAY DR),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,343.690051162508
35507,3579,Road,CONNAUGHT ST,FOURTH AVE,SIXTH AVE,8/15/2004 12:00:01 AM,8/15/2004 11:59:59 PM,Special Event,Closed,Completed,TV COMMERICAL (10:00 AM T0 12:30 PM),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,CONNAUGHT ST (FOUTH  AVE TO SIXTH  AVE),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,321.959103962444
35508,3580,Road,GLASGOW ST,ABERDEEN RD,DUNBAR RD,8/15/2004 12:00:01 AM,8/15/2004 11:59:59 PM,Special Event,Closed,Completed,TV COMMERCIAL (7:00 AM TO 10:00 AM),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,GLASGOW ST (ABERDEEN RD TO DUNBAR RD),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,811.944844186468
35509,3581,Road,WESTMOUNT RD E,WESTWOOD DR,UNION BLVD,8/15/2004 12:00:01 AM,8/15/2004 11:59:59 PM,Special Event,Closed,Completed,TV COMMERCIAL (7:00 AM TO 10:00 AM),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,WESTMOUNT RD (WESTWOOD DR TO UNION BLVD),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,3261.52062971741
35510,3583,Road,VISTA CRES,LAKESIDE DR,LAKESIDE DR,9/11/2004 12:00:01 AM,9/11/2004 11:59:59 PM,Special Event,Closed,Completed,ST PARTY (10:00 AM TO 12 MIDNIGHT),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,VISTA CRES (LAKESIDE DR TO LAKESIDE DR),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,331.961050321424
35511,3585,Road,JUBILEE DR,DAVID ST,HEINS AVE,9/25/2004 12:00:01 AM,9/25/2004 11:59:59 PM,Special Event,Closed,Completed,WORD ON THE ST (SEPT 25/04 STARTING AT 5:00 PM TO REOPEN SEPT 26/04 AT 7:00 PM),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,JUBILEE DR (QUEEN ST TO HEINS  AVE),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,357.896369147819
35512,3586,Road,DAVID ST,JOSEPH ST,END,9/25/2004 12:00:01 AM,9/25/2004 11:59:59 PM,Special Event,Closed,Completed,WORD ON THE ST (SEPT 25/04 STARTING AT 5:00 PM TO REOPEN SEPT 26/04 AT 7:00 PM),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,DAVID ST (JOSEPH ST TO THE LIMIT),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,732.811665832949
35513,3587,Road,SCHNEIDER AVE,QUEEN ST S,END,9/25/2004 12:00:01 AM,9/26/2004 11:59:59 PM,Special Event,Closed,Completed,WORD ON THE ST (SEPT 25/04 STARTING AT 5:00 PM TO REOPEN SEPT 26/04 AT 7:00 PM),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,SCHNEIDER  AVE (QUEEN ST TO THE LIMIT),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,316.255669632076
35514,3588,Road,RICHMOND AVE,JOSEPH ST,END,9/25/2004 12:00:01 AM,9/26/2004 11:59:59 PM,Special Event,Closed,Completed,WORD ON THE ST (SEPT 25/04 STARTING AT 5:00 PM TO REOPEN SEPT 26/04 AT 7:00 PM),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,RICHMOND  AVE (JOSEPH ST TO THE LIMIT),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,122.937435034397
35515,3591,Road,BELL LANE,FRANCIS ST N,WATER ST N,8/18/2004 12:00:01 AM,8/18/2004 11:59:59 PM,Site Servicing,Closed,Completed,CRANE OPERATION (ONE DAY CLOSURE),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,BELL LN (WATER ST TO FRANCIS ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,156.53023791635
35516,3612,Road,PATRICIA AVE,HIGHLAND RD W,SPADINA RD W,8/18/2004 12:00:01 AM,8/18/2004 11:59:59 PM,Utility Work,Closed,Completed,UTILITY CUT REPAIRS (ONE DAY CLOSURE),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,PATRICIA  AVE (HIGHLAND RD TO SPADINA RD),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,583.195496454295
35517,3613,Road,THIRD AVE,KINGSWAY DR,CONNAUGHT ST,8/17/2004 12:00:01 AM,8/17/2004 11:59:59 PM,Utility Work,Closed,Completed,UTILITY CUT WORK (ONE DAY CLOSURE),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,THIRD  AVE (KINGSWAY DR TO CONNAUGHT ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,412.103475597139
35518,3617,Road,LOUISA ST,AHRENS ST W,ST LEGER ST,8/23/2004 12:00:01 AM,9/7/2004 11:59:59 PM,Road Reconstruction,Closed,Completed,RD RECONSTRUCTION (2 WEEKS),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,LOUISA ST (AHRENS ST TO ST LEGER ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,735.503349621549
35519,3619,Road,KING ST W,GAUKEL ST,COLLEGE ST,8/27/2004 12:00:01 AM,8/28/2004 11:59:59 PM,Special Event,Closed,Completed,UNITY JAM CONCERT (6:00 PM- REMAINS CLOSED OVERNIGHT),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,KING ST (GAUKEL ST TO COLLEGE ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,112.688924851491
35520,3620,Road,KING ST W,GAUKEL ST,COLLEGE ST,8/28/2004 12:00:01 AM,8/28/2004 11:59:59 PM,Special Event,Closed,Completed,THE RHYTHUM OF THE FUTURE (ALL DAY - RD TO RE-OPEN AT 11:00 PM),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,KING ST (GAUKEL ST TO COLLEGE ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,112.688924851491
35521,3628,Road,STRANGE ST,WAVERLY RD,DOMINION ST,8/19/2004 12:00:01 AM,8/20/2004 11:59:59 PM,Water Repair,Closed,Completed,WATER SERVICE REPAIR (AUGUST 19 (ALL DAY) - AUGUST 20 (AM ONLY)),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,STRANGE ST (WAVERLY RD TO DOMINION ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,486.862074857825
35522,3629,Road,MATTHEW ST,NATCHEZ RD,MARKETA CRES,8/20/2004 12:00:01 AM,8/20/2004 11:59:59 PM,Water Repair,Closed,Completed,BROKEN WATER VALVE (ONE DAY CLOSURE),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,MATTHEW ST (NATCHEZ RD TO MARKETA CRES),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,370.070209216846
35523,3630,Road,AGNES ST,KING ST W,WALTER ST,8/19/2004 12:00:01 AM,8/19/2004 11:59:59 PM,Utility Work,Closed,Completed,UTILITY CUT WORK (ONE DAY CLOSURE),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,AGNES ST (KING ST TO WALTER ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,118.877915649527
35524,3635,Road,SENECA DR,LORNE CRES,LORNE CRES,8/20/2004 12:00:01 AM,8/20/2004 11:59:59 PM,Utility Work,Closed,Completed,UTILITY CUT WORK (ONE DAY CLOSURE),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,SENECA DR (LORNE CRES TO LORNE CRES),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,154.960350956769
35525,3636,Road,DUKE ST W,SHANLEY ST,WILHELM ST,8/20/2004 12:00:01 AM,8/20/2004 11:59:59 PM,Utility Work,Closed,Completed,UTILITY CUT WORK (ONE DAY CLOSURE),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,DUKE ST (SHANLEY ST TO WILHELM ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,185.887993010412
35526,3637,Road,LUELLA ST,LANCASTER ST E,CHESTNUT ST,8/20/2004 12:00:01 AM,8/20/2004 11:59:59 PM,Utility Work,Closed,Completed,UTILITY CUT REPAIR (ONE DAY CLOSURE),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,LUELLA ST (LANCASTER ST TO CHESTNUT ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,177.222714583149
35527,3638,Road,BLUCHER ST,ST LEGER ST,MARGARET AVE,8/20/2004 12:00:01 AM,8/20/2004 11:59:59 PM,Utility Work,Closed,Completed,UTILITY CUT WORK (ONE DAY CLOSURE),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,BLUCHER ST (ST LEGER ST TO MARGARET  AVE),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,477.59938769885
35528,3645,Road,RUSKVIEW RD,SWEETBRIAR DR,GREENBROOK DR,8/23/2004 12:00:01 AM,8/23/2004 11:59:59 PM,Utility Work,Closed,Completed,CUT RESTORATION (ONE DAY CLOSURE),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,RUSKVIEW RD (SWEETBRIAR DR TO GREENBROOK DR),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,698.137413713872
35529,3646,Road,HARTWOOD AVE,BRUNSWICK AVE,AHRENS ST W,8/24/2004 12:00:01 AM,8/24/2004 11:59:59 PM,Water Repair,Closed,Completed,WATER VALVE REPAIR (ONE DAY CLOSURE),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,HARTWOOD  AVE (BRUNSWICK  AVE TO AHRENS ST W),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,187.25958692295
35530,3647,Road,VILLAGE RD,WESTMOUNT RD E,STONYBROOK DR,8/24/2004 12:00:01 AM,8/24/2004 11:59:59 PM,Utility Work,Closed,Completed,UTILITY CUT REPAIR (ONE DAY CLOSURE),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,VILLAGE RD (WESTMOUNT RD TO STONYBROOK DR),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,1120.26177439204
35531,3648,Road,OAKDALE CRT,WOODFIELD ST,END,8/28/2004 12:00:01 AM,8/28/2004 11:59:59 PM,Special Event,Closed,Completed,"ST PARTY (AUGUST 28, 2004)",,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,OAKDALE COURT (WOODFIELD ST TO THE END),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,198.397208366255
35532,3649,Road,KINGSWAY DR,GREENFIELD AVE,CEDARWOODS CRES,8/31/2004 12:00:01 AM,8/31/2004 11:59:59 PM,Road Repair,Closed,Completed,RD WORKS (ONE DAY CLOSURE),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,KINGSWAY DR (GREENFIELD  AVE TO CEDARWOODS CRES),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,1465.54963469953
35533,3650,Road,SHERWOOD AVE,KRUG ST,SUFFOLK AVE,8/26/2004 12:00:01 AM,8/26/2004 11:59:59 PM,Utility Work,Closed,Completed,UTILITY CUT REPAIR (ONE DAY CLOSURE),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,SHERWOOD  AVE (KRUG ST TO SUFFOLK  AVE),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,447.177696834296
35534,3652,Road,ONTARIO ST S,HALLS LANE W,KING ST W,9/15/2004 12:00:01 AM,9/15/2004 11:59:59 PM,Special Event,Closed,Completed,KDBA CORN ROAST (12:00 NOON - 7:00 PM),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,ONTARIO ST (HALLS LN TO KING ST W),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,112.09801799781
35535,3659,Road,SCHWEITZER ST,BRIDGE ST W,STANLEY AVE,8/31/2004 12:00:01 AM,8/31/2004 11:59:59 PM,Water Repair,Closed,Completed,REPL BROKEN WATER VALVE (ONE DAY CLOSURE),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,SCHWEITZER ST (BRIDGE ST TO STANLEY  AVE),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,483.942239633671
35536,3660,Road,BROADMOOR AVE,CLARK AVE,HARBER AVE,8/31/2004 12:00:01 AM,8/31/2004 11:59:59 PM,Sewer Work,Closed,Completed,SEWER REPAIR (ONE DAY CLOSURE),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,BRDMOOR  AVE (CLARK  AVE TO HARBER  AVE),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,287.080264798711
35537,3670,Road,BREITHAUPT ST,WEBER ST W,AHRENS ST W,9/7/2004 12:00:01 AM,9/7/2004 11:59:59 PM,Site Servicing,Closed,Completed,NEW WATER SERVICE INSTALLATION (ONE DAY CLOSURE),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,BREITHAUPT ST (WEBER ST W TO AHRENS ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,300.84399123685
35538,3677,Road,JUBILEE DR,DAVID ST,DEVON ST,9/19/2004 12:00:01 AM,9/19/2004 11:59:59 PM,Special Event,Closed,Completed,CAR FREE DAY (10:00 AM TO 7:00 PM),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,JUBILEE DR (DAVID ST TO DEVON ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,186.338077181356
35539,3685,Road,DRUMOAK PL,OLDFIELD DR,,9/2/2004 12:00:01 AM,9/2/2004 11:59:59 PM,Sewer Work,Closed,Completed,SEWER REPAIR (ONE DAY CLOSURE),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,DRUMOAK PL (NULL),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,128.889298304516
35540,3902,Road,ROSS AVE,WILFRED AVE,SHANTZ LANE,10/15/2004 12:00:01 AM,10/15/2004 11:59:59 PM,Water Repair,Closed,Completed,GAS AND WATERMAIN BREAK (ONE DAY CLOSURE),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,228 ROSS  AVE (WILFRED  AVE TO SHANTZ LN),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,796.333141234584
35541,3903,Road,JOSEPH ST,WATER ST S,,10/18/2004 12:00:01 AM,10/18/2004 11:59:59 PM,Road Reconstruction,Closed,Completed,RECONSTRUCTION CONNECTIONS (ONE DAY CLOSURE),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,JOSEPH ST (AT WATER ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,191.537879146738
35542,3904,Road,BREITHAUPT ST,MARGARET AVE,,10/19/2004 12:00:01 AM,10/21/2004 11:59:59 PM,Road Resurfacing,Closed,Completed,"RD GRADING/PAVING (OCTOBER 19 - 21, 2004)",,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,BREITHAUPT ST (AT MARGARET  AVE),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,544.249737033882
35543,3905,Road,WELLINGTON ST N,MARGARET AVE,,10/19/2004 12:00:01 AM,10/21/2004 11:59:59 PM,Road Resurfacing,Closed,Completed,"RD GRADING/PAVING (OCTOBER 19 - 21, 2004)",,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,WELLINGTON ST (AT MARGARET  AVE),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,546.173442640808
35544,3906,Road,LOUISA ST,MARGARET AVE,,10/19/2004 12:00:01 AM,10/21/2004 11:59:59 PM,Road Resurfacing,Closed,Completed,"RD GRADING/PAVING (OCTOBER 19 - 21, 2004)",,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,LOUISA ST (AT MARGARET  AVE),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,544.377652828488
35545,3907,Road,HURON RD,PLAINS RD,FISCHER HALLMAN RD,10/20/2004 12:00:01 AM,10/22/2004 11:59:59 PM,Road Resurfacing,Closed,Completed,"RD IMPROVEMENTS/WATERMAIN INSTALLATION (OCT 20-22, 2004)",,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,HURON RD (PLAINS RD TO FISCHER HALLMAN RD),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,415.391614531881
35546,3908,Road,PANDORA AVE N,WEBER ST E,SAMUEL ST,10/18/2004 12:00:01 AM,10/18/2004 11:59:59 PM,Sewer Work,Closed,Completed,SEWER REPLMENT (ONE DAY CLOSURE),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,PANDORA  AVE NORTH (WEBER ST TO SAMUEL ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,337.641575356274
35547,3909,Road,KEEWATIN AVE,MISTY CRES,DENLOW ST,10/19/2004 12:00:01 AM,10/19/2004 11:59:59 PM,Sewer Work,Closed,Completed,SUMP PUMP CONNECTION (ONE DAY CLOSURE),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,KEEWATIN  AVE (MISTY CRES TO DENLOW ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,90.50888116666
35548,3919,Road,WASHBURN DR,TRILLIUM DR,BLEAMS RD,10/20/2004 12:00:01 AM,10/20/2004 11:59:59 PM,Utility Work,Closed,Completed,UTILITY CUT REPAIR (AM CLOSURE),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,WASHBURN DR (TRILLIUM DR TO BLEAMS RD),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,729.245332267627
35549,3924,Road,CEDAR ST N,DUKE ST E,KING ST E,10/21/2004 12:00:01 AM,10/21/2004 11:59:59 PM,Concrete Replacement,Closed,Completed,CONCRETE FLOOR POUR (7:30 AM TO 12:00 NOON),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,CEDAR ST CLOSED (SB ONLY) (DUKE ST TO KING ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,209.58367017265
35550,3926,Road,KING ST W,STIRLING AVE S,END,11/27/2004 12:00:01 AM,11/27/2004 11:59:59 PM,Special Event,Closed,Completed,SANTA CLAUS PARADE (10:00 AM TO 1:00 PM),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,KING ST (CITY OF WATERLOO LIMIT TO STIRLING  AVE  WRP TO PROVIDE CLOSURES AS PARADE PROGRESSES),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,2281.14483382583
35551,3927,Road,FREDERICK ST,KING ST E,WEBER ST E,11/11/2004 12:00:01 AM,11/11/2004 11:59:59 PM,Special Event,Closed,Completed,REMEMBRANCE DAY PARADE (9:30 AM TO 12:00 NOON),,KITCHENER,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,FREDERICK ST (KING ST TO WEBER ST),9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,Road - Closed,272.477932990089
